object_address,preprocessed_text
"3 Bd Diderot, 75012 Paris",very rude not very helpful seems like they are from another planet very bad and unethical staff working here i feel like i come to animals places conseiller p emploi devrait garder certaine forme humilit toute circonstance mauvaise exp rience concernant cette agence p emploi si pouvais donnez z ro ferai aucune antipathie personnes reconversion professionnelle agent accueil accent antillais r ponds fa hautaine bouscule vocalement tympans ose sonn interphone entendu a quelques mois agir ainsi autres personnes interphon surtout range partie solitaire mots crois accueil tr gentil chaleureux tiens remercier dame tr aimable a accueilli lors premier rdv a orient e merci encore all e hier pole emploi vraiment france personnes viennent trouver emploi pire pariais vraiment choquant voir autant pris demandeurs emploi surtout viens demander allocations ch mages juste conseil aide trouver emploi compati personnes viennent demander droits a allocations ch mages comme doivent tre re u pauvres tiens remercier monsieur accueil accueille toujours bonne humeur particuli rement conseill re jeune femme carr gentillesse professionnalisme conna tier bout doigts beaucoup chance tomber merci beaucoup monsieur accueil renseigne vigile tr gentil typ antillais cheveux ras tr sagr able aucun scrupule parler probl personnes hauts forts alors pense merite minimum confidentialit plus donne ons chomage cas sociaux accueil revoir vraiment genre personne devrait rester poste a parler v ritable scandale aucune intention aider retrouver travail premier rendez apr mois attente calage rendez sans aucune raison ni explication entendre dire textuellement parcours passionnant sol e rien pouvoir faire reprend rendez repris bien entendu envoie mail conseill re demander formation r ponse devrions abord parler place rendez hallucinant tout bonnement hallucinant bonjour influenceur g pu jours allocations toujour envi bosser connaissez p tit spot touristique malinois merci steven aller matin suffit juste adresser bonne personne a su prendre temps expliquer marches suivre merci matthieu regard avis avant venir assez peur tre mal re ue finalement agr ablement surprise plusieurs personnes guident pendant processus sourires politesse aucune attente distanciation ports masque respect conseill re tr gentille lieu propre pense remise question op r e parce comprend nombreuses toiles ok mois ao quand bonjour fait bulletins salaire excel pass cr regardent peine documents juste montant salaire faire calculs allocations plac stage cadre poe p emploi paris diderot plus pr cis ment mme moumena conseill re fini stage janvier a toujours fait dossier indemnisation devenu injoignable accueil inhumain a vraiment impression tre num ros objets impossible expliquer calmement situation sans monsieur hausse fa ridicule mettez robots accueil laissez personnes devant bureau contact tres humains pole emploi a tr gros travail faire exemple venu ici perdre heures signer papiers pense pu faire distance essay deposer annonce tant employeur depuis etranger impossible car siret francais tent appeler numero pole emploi impossible galement attends impossible avoir rendez conseiller tant encore inscrit ch mage personne r ponds phone adresse e mail quipe tr sympa arrangeante agr able tre accueilli comme a accueil tr froid doit attendre heures r clamer demande balad service service conseiller conseiller jamais dispo foutent complet vrais incomp tents a humble avis p emploi doit norm ment apprendre employ relationnel mauvais num ro phone viens composer dit bout fil pole emploi r ponds r ponds r pond r pondons r pondez elles r pondent merci pole emploi hertz recrute p emploi permet obtenir cv candidats lamentable rien a faire peuvent rien faire royaume decadence humaine endroit mal organiser mauvais renseignements arrive avoir explications recherche travaille minable lamentable bonjour souvent personnes accueillantes guichets p emploi comprends pass matin personne a tellement
"3 Bis Av. des Noëlles, 44500 La Baule-Escoublac",personnes incomp tentes envoient offres emplois rien voir formations candidats font virement compl ments salaire venir dire a re u trop per u faut rembourser malgr fait faute sans parler leurs horaires a fuir tr bon accueil peut tout faire acc der internet photocopie consulter annonces emploi apr long parcours faire financer formation courte veloppeur web manque pleins re ois appel mme barthelemy dit projet accept lendemain mme kirsth dit projet refus fais plusieurs placements nantes valider tests aptitude valid puis demand formation financ e o trouvais travail a r pondu aucun financement quoi info are index e smic peut pr tendre aide mobilit bref grand importe quoi zappe moral gens the employees are hard working and friendly the waiting time was reasonable if you have an appointment you should register at the terminal in the entrance area so that the clerk knows that you have arrived the location google maps is wrong it the triangle building opposite change of location was suggested gens mettent toiles parce google place mal rep re ceux mettent sans expliquer a nerve mets car lieu propre bien quip agents tr gentils horaires am nag agents incompr hensifs hypocrites totalement connect r alit sociale professionnelle encore plus probl humains logique personnes jamais connu monde travail poliment demande pourquoi attente tait si longue alors q quinzaine employer tait demandeur demandeurs emploi responsable r pond a a faire parle portefeuille part temps parler personnel tr coute grande patience tr grand professionnalisme merci dames accueil sagr ables dommage si consid re fait personne ch mage aussi souvent tresse psychologique agence p emploi baule cette adresse google veut rien savoir b timent face triangle noir sens communication top toujours coute personnel tr patient tr professionnel r ponses ras
"3 Imp. Chapelle de Prade, 16400 La Couronne",p emploi toute splandeur conseillers absents incomp tents quand doit quelque chose r pondent pr sent si inverse catastrophe conseillers mal form toute demande li e p emploi service p emploi spectacle agence r pond pendant plusieurs mois directeur agence andr ahouanto fait preuve pris incomp tence rare attention venir ranger accueil matin lors potins entre coll gue tr occuper beaucoup monde g rer sais o vu monde g rer personnes r faut trop bouscul risqueriez tre tr bien re ut accueil sourire politesse manque professionnalisme manque appel aime beaucoup aim cette agence occupent mal leurs candidats mettent rendez mis courant prennent temps appeler expliquer raison leurs actions u attention apr h rendez matin acc libre grand parking tout autour face rond point auchan coll contr technique h sitent sinscrire car soir disant correspond crit re rechercheurs emploi logique bande incapable conseiller bien coute accompagne bien projet pourtant atypique jardin versail service accueil tr sagr able phone
"3 Imp. Didier Daurat, 11300 Limoux",capable r pondre attente niveau boulot pousse aller travailler loin importe quoi puis merci conseill re tr sympas coute merci a aver bien assur rapide sans reproche merci a filles accueille si mal bon faut demander lune videmment p emploi met plusieurs dizaines jours a r pondre courriers email fait r pond jamais temps fournit jamais adresses correctes convocations certains personnels prennent haut demandeurs emploi conseiller a autre a cloche coup cela retarde beaucoup traitement efficacit dossiers grand importe quoi demande connaissent leurs tiers laisser numero valide quand voulez rappel merci meme foutu daller boite lettre trait documents part souci boulot a fait boulot tous h las lourdes trop bond p emploi tr sympathique service comp tent
"3 Pl. du Général de Gaulle, 88000 Épinal",opened only till pm and even friday not possible to join them easily by phone endroit o beaucoup projets choses mises disposition trouver emploi formation deux puis pense bien orient propositions stages formations ect personnels aimables bon accueil toujours facile gal re certaines personnes chez incapables renseigner coll gue vraie partie ping pong aucune p dagogie limite aimable certains doivent aimer tier parlent pris tr nul font rien leurs journ aident gens conseiller pr sente plus a rien compris demande envoie apprentissage alors recherche aucune r ponse mail demande font depuis peu suivi pole emploi service laisse a sir plus certains conseill agressif quand commencent a leurs demander regarder information seules a avoir acces tiea experienc pol emploi no ripon jamais famme extranger emploi messon rien e peux rien faire e pol emploi no donne riponce jamais a gens travail e tres interesse travail age ane cherche actualment travaille depuis ane merci savoir issi gens comme cherche travail ganie vie he a besoin experence avance e experence pole emploi ed e lo future aussi tiea besoin ganie vie peux donner perque aussi tiea famillie e belle garson esper rontre toujour a messon cubaine e tiea besoin emploi voir famillie a pais peux partir pesque no tiea travail economice e pagie billet avion e ca coute tres cher fait comme pol emploi quelque offre q sua via e aussi pourre voir famillie service bon perssone realmmo no interressa quand cette perssone ecrit savoir el france interesse depuis ane svp pole emploi occupe gens comme comunique perssone dificulte faire savoir ede vrai e ocuppe a vient tou esper arrive a ede a perssone comme tiens besoin vrai quand fait actualisation mensuelle octobre aujourd hui novembre indemnisation affich bug agence honte touristes connaissent rien a rien exp riences personne rien rien honte sauv chance mis toile pouvoir poster accueil rapide efficace parfois lent information lois r centes appliqu manque ventuel informations indemnisation bonjour recherche travail bien garer tout fait rapidement tr bon personnel
"3 Rue Charles Sillard, 35600 Redon",but suivie conseiller p emploi accompagnement tait adapt besoins puis entr e dispositif intensif jeune mise confiance mme r a soutenu toujours cout bienveillance surtout respect choix cela a donn confiance potentiel beaucoup patience croch emploi merci mille fois madame r seconde fois refuse aider sous pr texte reste minutes avant fermeture cens recevoir jusqu h donc si arrive h inscription cens aider tout pr fermeture refusent r pondre demande comment trouv travail quand ceux cens aider veulent travailler conseiller p emploi malhonn conna absolument domaines renseigne avancement technologiques aide formation refus car disant trop cher alors ancienne conseill re dit possibilit financement moins trois premiers ann droit moqueries remarqu plac jeune ge disant projet irr el alors admise formation a clairement dit niveau formation demander alors rappel admise justement parce comp tences allez juste tourn rond pendant ann ann mauvais accueil mauvais conseil quand a font plus rien connaissent rien demander quoi servent employ horrible conseiller explique clairement plus chercher travail honte conseille vivement horaires ouverture inadapt tr bon accueil horaire inadapt r pond appels
"3 Rue Georges Bizet, 08300 Rethel",met toile car peux mettre dessous personnel incomp tents aucun savoir sein cette agence panne informatique r currente obligation placer agence car rien fais phone malheureusement radie personne sans raison met arr galement sans raison agence facile acc personnel accueillant conseill res sympathiques syst informatique tr correcte mat riel r cent facile utilisation re u a interphone demande prendre rdv deposer document alors personnes font magasins week end a fait doucement rire
"3 Rue Germain Authié, 09000 Foix",conjointe faite agresser madame claire blanchard conseill re agressive insultante prof re nonciations calomnieuses tout pr cisant appel enregistr esp re bien vais joindre direction celle ci car cela peut rester ainsi attention cette agence compte souvent trop per u sachant avoir per u p emploi faut envoyer bulletins salaire pouvoir toucher certaine somme r clame trop per u six mois pass moins temps devant machine a caf travail fait correctement merci travail ca mas permis avoir retraite normal concernant adresse tourner droite juste avant tribunal p emploi trouve haut mont e coordonn gps satisfaite accueil entretien informations donn adresse correspond emplacement aucune indication aucun panneau indiquant direction adresse gps am bonne destination mal renseign ch meurs partiels concernant documents fournir documents rejet mauvaises explications site p emploi compliqu rien simple vrai casse quand apte utiliser ordinateur documents transmettre ligne fonctionnent jamais toujours truc va documents toujours rejet quand envois synchronicit marches entreprises demande envoyer candidature comme doit menace tre radi alors candidature envoy depuis mois changement r f rents tous mois bref mauvaise gestion dossiers erreur perte documents impossible joindre conseiller beaucoup plus simple radier personne servent rien rendez trois semaines avance simplement remplir donn peur faire ligne aucune information aides cr ation entreprise formation transport gens sagr able condescendant seul objectif remplir fiche renseignement indiquer obligations demandeur emploi indemnis bref aucun int r encore pseudos fonctionnaires capable travailler ailleurs pole emploi fier gps conseilles comme p emploi rien bien juste press enlever liste ch meurs rdv sans adresse claire impossible trouver agence grand importe quoi comme habitude chez p emploi adresse p emploi foix correspond emplacement site mis jour deux semaines apr nagement attention p emploi situe droite apr coll ge lakanal non gauche comme indique gps super agence tr professionnel honn recommande fortement chiens aussi quelle nouvelle adresse merci concentr fonctionnaires r sultats bien maigres adresse mal r f renc e gps numero
"3 Rue Hannah Arendt, 27200 Vernon",dommage puisse mettre gens surpaye assis bureaux prennent haut beaucoup conomie faire france diminuant nombre conseiller jamais capable trouver travail correspondant recherches jamais argent formations a argent payer e e mois urant toile impossible comme tt avis laisser cela fais mois bataille rdv conseill re mme lamy fran oise refuse recevoir car apr mail sans r ponse envoyer mail sal a obtenu r ponse peut changer conseiller matin compliquer voir quelqu rieux pole emploi viter personnel incomp tent hautain nerve cas saccord bref tr mauvais exp rience heureusement compte pole emploi trouver travail voici pourquoi met toile impossible mettre moins possibilit joindre conseill re phones mails courriels mails envoy restent sans r ponses platformes appels incapacit acc der toute informations possible avoir rendez possible entrer agence horaires sans rendez conc quent demande encor si p emplois vernon genr forteresse soci cran communot occulte voulant vivre loins toutes formes communication ext rieurs peut tre renferment tr sors valeur insoupsonn dont vies simples mortels sucomberaient folie si venions couvrir fait chercheraient donc pr munires sp re obtenir r ponses jour cette vers v rit connaissance semble vaine lamentable a beau essayer appeler peu plus car a juste droit a r pondeur si veux contacter conseill re pareil envoie mails reste malheureusement tr souvent sans r ponse veux rendez conseill re bien possible faut donc placer matin quand re ois sans rendez r ler vraiment pire pire si pouvais couper tout cela ferais malheureusement trouve cdd donc bloqu e excellent pole emploi agents malgr tr sollicit essaient tous moyens trouver solution juste adapt e besoins usagers exigences chacun doivent tres r fl chies non ex cut comme ordre bravo agents pole emploi coute patience self control regard insultes subissez alors rien r cemment inscrite trouve quipe pole emploi vernon tr r active bien semble avoir retard peux scanner chaque fois font personnel super agr able bien profession soir plus facile merci a propos quasiment aucun travail mois incapables donner rendez rapidement alors pouvez crocher job juste besoin orientation a fallut mois attente pauvre rendez phonique personnel toujours souriant vraiment top a vraiment faire pros comprends tout ceux crachent p emploi encore assist attendent fasse tout place tout tombe tout cuit attendant bon courage conseillers agence vernon meilleur service p emploi puisse rendre fermer restituer contribuables millions gaspille chaque ann e car seul travail offrent leurs utilisateurs tre tout temps essayer r soudre sastres incomp tence cet organisme travail sait r pond r cemment install nouvelle zone fieshi ancienne caserne militaire b timent vaste enseigne p emploi petite levez bien personnellement tais pass mal trouver entr e principale renfoncement si photos peuvent aider a aucun aspect social quotas faire chiffres num ro entreprise but lucratif faut surtout compter mettre poste mises relation entreprises rarissimes certaines personnes incultes pense uniquement bep peut acc der poste conseiller recrutement e dire informations malheureusement v ridiques conseillers incapables informer correctement offre emploi nageant compl tement lorsque pose question formation banale mieux renseign e documentant comit national travailleurs priv emploi pr caires cntpep cgt vient publier r sultats tude r alis e ao portant offres disponibles site p emploi r sultat offres tudi contenaient mentions ill gales donc privil gie quantit qualit solant plus gens mal form certains veulent caser a tout prix importe quel poste quotas oblige vraiment ue proposes rien jeune moins ans ans dessous termes emploies depuis fille sortie cole aucune proposition travaille ni formation ni stages servent rien font aucune toiles incomp tents demande documents traites r ponds jamais mails contre trops per us reactifs conseill re a tr bien accompagn merci cette agence a permis reprendre confiance trouver travail excellent accueil souriant humain donn cl retour emploi entreprises recrutent cv a donn entreprise apr cdd mois cdi merci suite probl leurs parts jamais re u allocations ch mage a fuir usine gaz plus sans r sultat bah a chang depuis partie aide a tata papier bizarre accepte alors regarde fois avant envoyer merci message alors sais comment utiliser ordinateur plaforme p emploi pire bonjour pense devriez am liorer situation stationnement sud carr plein creusement boue apr pluie merci incomp tence total employ place peuvent r pondre simple question tres bien acceuil bon neuf peu parking moment pitoyable hhhhhhh suivi correcte
"3 Rue Jean Grenier, 22000 Saint-Brieuc",pr f re faire gr ve r gler soucis gens alors faire acte pr sence boire caf pourront largement faire jusqu ans us travail demande pourquoi cotise attention si gps fiez panneaux indication ville st brieuc quand arriv rond point indique aller tout droit alors faut tourner droite comme indiqu google map mis toile parce trouve structure sens e aider personnes trouver futur nul tre vulgaire faire pont alors clients besoin aide voir photo vendredi mai inscrite depuis fin f vrier a inscrite automatiquement activ emploi dont si fiers alors jamais rencontr conseiller envoy mail savoir pourquoi devais rendre st brieuc sachant plus pratique aller lamballe a envoy e promener disant tais quand oblig e venir alors remis cause pr sence r union donc expliquer dame activ emploi voulais faire reconversion professionnelle encore jamais rencontr conseiller p emploi mai attends toujours rdv heureusement peux brouiller toute seule trouver formation financement emploi sais a cas tout monde autant incomp tence seule agence a fait peur cela rite toile personne a affaire sinvolte chercher a comprendre situation voulais juste assurer bien compris indemnise hors sais bon droit plus a trois quatre reprise sujet a r p ter comprenez allez faire plus simple expliquer trouve juste cela insultant surtout tait mise enchaine voyant cela avancer gentille ment dis aller voir sup rieur donnerai r ponse tout conduisant vers porte histoire bien faire comprendre emmerde foutre dehors sans r soudre situation a mieux encore juste insult intelligence fais juste plus mois demis communique messages interposer p emploi passage leurs faut jours ouvr trait messages envoy grosse rigolade grand re ans perd tchek mail plus vite lisent messages fera mois apr nagement vis argent mis cot personne rencontrer personnellement pense fiche totalement gens viennes voir habit quartes coins france tre inscrit peut tre moins plus p emploi diff rent france bah crois couvert perle rare mati re inefficacit manque comp tence manque int r a gard usag service public vraiment attrist voir propre pays lamentable vraiment sol terme a vraiment autre mots rieux
"3 Rue Lejemptel, 94300 Vincennes",grand merci professionnalisme conseill re mme line dauteuille a su faire preuve pragmatisme r activit vis vis situation inscrite a mois personne phone tait super sympathique coute premier entretien suite cela appel agence parce devais expliquer situation av rait compliqu e indemnisation dame a fait cessaire rapidement a su apporter r ponse solution pleinement satisfaite relation merci beaucoup conseillers souriants aimables pr ts rendre service probl lequel pr sent agence a r gl cinq minutes plus beaucoup explications p dagogie tr peu temps attente lors passage vrai sens service bravo merci r guli rement plus jours attente rarement bonnes vers premier coup toujours besoin appeler faire p cher mauvaise circulation information mauvais traitement pi femmes tr sagr able hautaines service process archa mal pens logiciel archa merci rappeler expliquer encore fois pourquoi mal ah non vu ensemble pi encore clar somme a euros savantage coup retir presque int gralit indemnisation finir plus belle faites claration plus faute alors peux r cup rer justificatif avant mois apr non franchement a rien a dire perles chang rien toujours autres a non fait toujours bref souhaite excellente continuation autocomplaisance autosatisfaction permanente rappelle lundi r gler encore probl i puis apr esp re revoir disons quelques mois ann e jamais clart r ponses font expr envoyer gens balader personnel sagr able aucune confidentialit personne accueil hurlait demadeur emploi tout monde a entendu histoire a dire cotise toute vie accident parcours emm face gens h las bref passage pole emploi car demand aide cr ation entreprise baladent gens peu conseiller vers ateliers sp cifiques ateliers a plusieurs personnes donc r ponse personnalis situation chaque personne trouv finalement r ponses internet conseillers mois r ponse adapt situation directrice faut changer gueule employ pole emploi fait r gner terreur assist sc quand engueul rien conseill re tr mal polie cette dame comprends vraiment pr sence tous avis gatifs re u conseill comp tent attentionn serviable etranges horaires tablissement cens tre ouvert public paradoxe fran aise politique temps super accueillants gentils monsieur a re u a bien aid marches a r pondu toutes questions merci encore personnel tr sagr able incomp tent ailleurs envoy courrier directeur ah bah non ouvert apr midi franchement bossent trop quoi secr taire comptable apr midi impossible rentrer sans rendez exp rience sastreuse nuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuut
"3 Rue Paul Gauguin, 77290 Mitry-Mory",fais demande ch mage retire appelle tombes tout monde sauf conseiller demandes conseiller parler conseill re veut rien savoir croire femme veux faire formation dit aller voir mission local mission local dit aller voir pole emploi fais quoi honte savent rien aucune comp tence aucune aide attendre part injoignable parcours combattant rendez bon boire caf glander pay bailler corneilles rien voir assedics si etes chomage affaire bon courage toile parce peut mettre zero incomp tent qualifi certains parle fran ais quoi bon critiquer encore fois service public plorable depuis tant ann triste pauvre france premier rendez catastrophe parlent metiers connaissent terme recrutement bien trop g ralis blabla quelle perte temps cependant bravo connaissent bien leurs textes coeur bien contredisent leurs propos continuent dire gatif alors leurs raisonnements compl tement incr dibles absurdes merci moment rigolade reconvertir vers humour a top demande form facile parler quand fautruil connait rien r alit terrain monde recrutement th orie bien apprendre bout papier bien pratique comment peuvent aider alors connaissent domaines particulier exigences bref fuiiiiez incomp tents comptez recherches monde colle realit honte oui clair a grand manque professionnalisme ceci club amateur attendez rien pr ailleurs faut plut courir pres si voulez papiers indemnisations calcul vas vite faut ans venir dessus vraiment toute vie jamais affaire bras cass cette fa vraiment hauteur image soci fuyez guignols comprennent rien faut r pondre recommand mr directeur inutile laisser message personne forment informatio comprennent rien a doit tre beau taux ch mage cette agence premier rendez bien roul blabla rien anmoins titulaire permis bus promesse embauche derniers refus payer fimo aucune aide part attribution mauvaise cat gorie manque communication entre personnels dirigeants oublie paiement aucun num ro tel joindre faut passer plate forme vivement conseill si jeune retourner vers mission local aide pass matin juin trouve porte ferme site pr venu dit ouvert juste h bofff encore a attend a part tiers logistiques service personne chauffeur restauration a rien autre nord offre nouvelle technologie formation part sud paris etc sol mr prise charge arr ici a permet faire baisser statistiques nombre personnes ch mage faut lire entre lignes ha appelle offre pauvre conseillers tiraill entre deux feu oblig basculer patron faire peu chiffre malgr tous tous gaux surtout issue syt cheffaillon broyer depuis ann tiers usant difficile faire entendre malgr certificats dicaux rhumatologue sp cialistes quand chance france juste dommage a optimis tant talents potentiel retrouve g cher a pouvoir panouir engendrera plus plus soucis syst jusqu rouage tr bien endroit agr able espacieux bien mettre nouvelle adresses car cette adresse pole emploi existe plus gens savent nouveau pole emploi face gare mitry claye importe quoi informe usager marches suivre r pond mails lorsqu appelle conseiller jamais laissera message conseille pole emploi toutes personnes vont bas tr sagr able surtout arabe plut mince brune tr hautaine sagr able mal polis comme si pole emploi appartenait justifier perte courrier mauvaise information donn e dit euros grand chose vit monde conseillers a accueil tr efficaces accueillant r clament argent plut donn fr incomp tence totale quitte tre payer rien foutre devraient tre ch mage rapides efficaces quipe top bonjour souhaiterais avoir nouvelle adresse numero phone pla merci avance permet faire changement situation alors clarer changement trop monde depuis nagement tyger xx xfne z i
"3 Rue René Bonnac, 33150 Cenon",tais confiance car p emploi b ficie tr mauvaise image france premi re inscription affaire plusieurs conseillers tous tr sympathiques coute cherchant solutions cas vision p emploi a totalement chang pay e ni r mun r faire post regret tre inscrite dipl poche bonjour viens faire suite courte exp rience conseiller cej a attribu but inscrit p emploie bordeaux lac tout tr bien pass personnel coute rien dire suite changement adresse tait affili p emploie bordeaux sud o suivis a irr prochable tout aller bien appel phonique bienveillant rien dire erreur g ographique finalement affili p emploie cenon tomber conseill re a essayer fois appeler faire mise point cas pass tests rentrer forces ordre malgr tous envoies temps heure documents officiels visite dicale convocation cole o num ro mails tait bien sp cifier donc cas doute conseill re pouvait v rifier re u avertissement sous pr texte parce pu rendre rendez remplissais termes contrat cej alors jusqu pr sent pr dents p emploie tout tait bien expliqu conseill re voulait tout prit rendez venais avoir accident quoi a r pondu bus circulent r guli rement aucune empathie expliqu comptais argent tous mois faisais int rim plus frais voiture tait important rien a fais conseill re rester bouder rendez donc justifier non pr sence porter r clamation suite avertissement a inflig tord sauf deux jours apr vois a mis fin contrat cef sans essayer encore fois appeler laiss maintes fois num ro phone jamais appel conseille fortement inscrire p emploie conseill re fait travail demande pourquoi conseill re alors cherche a accompagner jeunes services cevants harc lements phoniques quand a besoin renseignement a moyen avoir tre humain phone personnellement peut plus tous r pondeurs propose tout sauf seul chose dont vraiment besoin cris courriers diateur janvier puis aujourd hui toujours aucune r ponse r clamations tr ue syst va mentir satur temps marches administratives toujours tr claires cependant tomb e personnes adorables parfaitement comp tentes cette agence merci avoir aid e gens travaillent p emploi nuls contre quand per oit trop per u savent r clamer honn tement sol dire syst fonctionne cette fa faut tonner autant ch meurs autant emploi alors coutez tr simple a syst fonctionnement fait tout compliqu finalement moindre marche parcours combattant peur va falloir finir privatiser p emploi enfant certaine efficacit parce instant archi naze catastrophe service public r f rent inexistant assistance demandeurs emploi compris marche administrative sein leurs services inexistante incoh rente voire totalement obsol si besoin rien seul num ro seul exemple changer partement devez passer formulaire inscription dit passant inadapt a situation cr ateur entreprise savez quoi r pondre sans crainte faire fausse claration type cherche emploi temps plein agent pole emploi savent situ conseille chercher rubrique adapt cet espace num rique personnel ergonomie archa viens regarder avis vraiment cevant perso tjrs bonne conseill re a coute a cenon p emploi conseill res phone o place contraire a coute recommande pourquoi mettre ouvert alors ferm radiation sans notification conseill re inexistante aucune r ponse ni message part malgr multiples relances jamais aucun probl pole emploi rignac celui cenon catastrophe inefficaces possible appr cient gens trop dipl comp tents conseille si toutefois possibilit viter bien entendu nulle p emploi cenon a furie incapables r pondre moindre question seules r ponses rendre site horaires ouvertures restreintes inutile
"3 Rue d'Arras, 57600 Forbach",personnel accueil peu paum contre less conseiller tr r actifs tout cas conseill re r ponse retour mail journ e locaux neufs trop petits garer gal re rapport p emploi ville haute rassembler p emploi mettre nouveaux b timent rue improbable google map situe ann inscrit comme demandeur emploi jamais trouv emploi pensent disent besoin travailler jugent apr situation lorsque allocation adulte handicap honteux pitoyable mettre freins personne veut peut travailler donnant chance adultes handicap propre neuf dommage parking p emploi dire part trouveront jamais emploi jeunes accueil comprennent rien plus stupide utile fermer apr midi alors fouttent rien comme a qualit diocre font attendre mois formations annulent fin donne informations inutile sais pourquoi a existe encore alors a sert rien tonnant vais dire bien p e ahahah a employ investis ici peut tre tous vu remercie notant dame particulier a accompagn plusieurs mois a montrer fallait rien ch si forc ment dit a mentalement beaucoup aid facile critiquer employ malheureusement a employ aller toiles convoquer gens r unions durent heures servent rien plus leurs faire payer parking vive france aucun avis bon conseil merci
"3 Rue de l'Ouillette, 85200 Fontenay-le-Comte",personne a re u tout professionnel impolie mena ante imbu pouvoir permis tutoyer tre condescendante a bien niveaux a refus sorte locaux tout cela devant moins pendant bourse emplois mvs gros bordel aucun paiement depuis mois aucune proposition emploi con seill inexistant aucune aide part service phonique plupart temps com p tents donner r ponse situation tait suivante fin contrat janvier tant aide soignante but grossesse f vrier covid mars donc personne risque pouvant reprendre travail moment arr travail decin inscrite p emploi ans ch mage cens e toucher refuse donner raison p emploi madame fait assez effort retrouver emploi question encore aujourd hui con naissez employeur prend sans h siter femme enceinte cela implique derri re cong maternit rdv pris veille lendemain accueil excellent conseill re tait pr sente matin tait tr sympathique sent contente tre locaux tr propres pu faire point conseiller tr gentil patient coute a change p emploi villeneuve rochelle incapable personnes arrogantes renvoie plus vite vers bon rappeler imp ts payent salaires si regarder traver internet alors sert rien avoir contact genre personne sagr able inutile pourrait faire conomies juste plateforme internet parce travailler payer genre personne bah a fais mal surtout ah quoi sert p emploi fontenay comte quand voit ch mage respect sent travailles fond nul comme tout autres demande rdv conseiller change souvent mois demie apr alors juste press accueil ex crable aucune aide trouver emploi formation autre tr bon accueil personnel accueil tr sympathique coute efficace renseignements conseill re pr venante coute prend besoins cas cas accueil tr sympa contre conseill re ex crable prise haut faut voir r alit faire tier aime car boulot femmes vend e honte tomber genre individus agents gentils pr venants efficaces peux juger conseillers accueil irr prochable arriver place h ferm alor ferme a h bravo chiens inutile gens re oive hautain croire perdre emploi faute moins font mieux portent
"3 Rue de la Vigneronne, 66100 Perpignan",conseill re comprend enfants non scolaris place cr che contrat r gulier famille r gion suite mutation professionnelle mari puisse rendre convocations demi journ plus fait envoie lettre radiation perte droits alors pourtant expliqu situation personnelle projet professionnel int grer septembre prochain formation enseignement prevenue absence manquez rieusement empathie mettez gens embarras satisfait services propos lorsqu propos conseill e plus mettre beaucoup trop rendez solutionne rien conseillers res toujours coute agr able bons conseils merci conseils r ponses tr al atoires fonction conseiller tombe balade souvent service autre sans couter vraiment requ heureusement conseill re assez r active avant toute chose cet avis r vis r guli rement fonction exp riences v cues agence afin tre plus juste possible soucis niveau aides sp cifiques mis certain temps laquelle re u r ponse satisfaisante instant moyenne changes p emploi st assiscle mitig merci pole emploie gr jai amis va pouvoir travailler merci beaucoup maintenant lorsque conseiller conseiller bien car va tre tr tr emb ter va pouvoir continuer travailler srtt conseiller ligne fait fois disent importe quoi lorsqu leurs demande si r ben suite trou canigou merci pole emploie continuer comme yaura plus plus ch meur merci pole emploie pole emploi plus pareil a poque o tout monde tait assist oui maintenant faut tre autonome cela tre adulte maintenant lorsque a question poser pr sents premier rdv bien pass attend voir suite ps faute p emploi si a travail faute r gion veut cela inadmissible non seulement personnes dedans foot rien o coin mur train discuter ensemble parle personnel p emploi plus a ouvert seulement matin gens recherche travail peux acc der pc apr alors r gler soucis administration pole emploi bon courage apr tonne a probl trouver travail non faut arr ter rieux temps gens r veille pousse tousser bon coup gueule tablissements tout neuf o gens passent apr midi branler couilles ordinateur eteint bout certain delai sans prevenir si etes entrain bosser tout boulot effac obtenez enfin entretien a km aller retour croix banniere obtenir aide a mobilite place obtenu seulement hotelerie restauration bus recu promesse embauche demande aide a mobilite perpignan chamonix refusee rendu frais bosse radi apprecie avis conseillers savent r pondre questions pr cis ment tous versions diff rentes induisent erreur conseill re r pond mails refuse demande rendez a place where we don want to go lieu propre conseillers coute bon accueil u cette agence font rien aider demandeurs emploi insulter parasite propre conseill re menacer coups personne a accueil sinon ca va cool tr bon accueil super conseill re pros malgr panne ordi a essay aider tr bonne exp rience general gentils correct equipped with computer noooo ouvre matin super accueil totalement incomp tent parfait
"3 Rue des Nanettes, 75011 Paris",h rendez conseill re handipass fuir a courag sans cesse fais rappeler ge trouverai travail contre conseille aide domicile alors handicap permet faire sans cesse or cette dame dis conna bien seniors senior trouvent travail or vois bien cette conseill re bien travail cette handipass rejette foutent compl tement vie rappelle autres personnes handicap trouvent situation rejeter sans aucun travail bout bonne accueil agence aider personnes handicap insertion professionnel part rien pu faire part orienter vers autre agence fuir conseiller arrogant g faire discrimination vis vis handicap surdit emploi pr f re orienter bilans comp tences conseiller lira mauvaise agence personne situation handicap
